A股代码,A股简称,A股上市日期
002399,海普瑞,2010-05-06
002400,省广股份,2010-05-06
002401,中远海科,2010-05-06
002402,和而泰,2010-05-11
002403,爱仕达,2010-05-11
002404,嘉欣丝绸,2010-05-11
002405,四维图新,2010-05-18
002406,远东传动,2010-05-18
002407,多氟多,2010-05-18
002408,齐翔腾达,2010-05-18
002409,雅克科技,2010-05-25
002410,广联达,2010-05-25
002411,必康股份,2010-05-25
002412,汉森制药,2010-05-25
002413,雷科防务,2010-05-28
002414,高德红外,2010-07-16
002415,海康威视,2010-05-28
002416,爱施德,2010-05-28
002417,三元达,2010-06-01
002418,康盛股份,2010-06-01
002419,天虹股份,2010-06-01
002420,毅昌股份,2010-06-01
002421,达实智能,2010-06-03
002422,科伦药业,2010-06-03
002423,中原特钢,2010-06-03
002424,贵州百灵,2010-06-03
002425,凯撒文化,2010-06-08
002426,胜利精密,2010-06-08
002427,尤夫股份,2010-06-08
002428,云南锗业,2010-06-08
002429,兆驰股份,2010-06-10
002430,杭氧股份,2010-06-10
002431,棕榈股份,2010-06-10
002432,九安医疗,2010-06-10
002433,太安堂,2010-06-18
002434,万里扬,2010-06-18
002435,长江润发,2010-06-18
002436,兴森科技,2010-06-18
002437,誉衡药业,2010-06-23
002438,江苏神通,2010-06-23
002439,启明星辰,2010-06-23
002440,闰土股份,2010-07-06
002441,众业达,2010-07-06
002442,龙星化工,2010-07-06
002443,金洲管道,2010-07-06
002444,巨星科技,2010-07-13
002445,中南文化,2010-07-13
002446,盛路通信,2010-07-13
002447,壹桥股份,2010-07-13
002448,中原内配,2010-07-16
002449,国星光电,2010-07-16
002450,康得新,2010-07-16
002451,摩恩电气,2010-07-20
002452,长高集团,2010-07-20
002453,天马精化,2010-07-20
002454,松芝股份,2010-07-20
002455,百川股份,2010-08-03
002456,欧菲光,2010-08-03
002457,青龙管业,2010-08-03
002458,益生股份,2010-08-10
002459,天业通联,2010-08-10
002460,赣锋锂业,2010-08-10
002461,珠江啤酒,2010-08-18
002462,嘉事堂,2010-08-18
002463,沪电股份,2010-08-18
002464,金利科技,2010-08-31
002465,海格通信,2010-08-31
002466,天齐锂业,2010-08-31
002467,二六三,2010-09-08
002468,申通快递,2010-09-08
002469,三维工程,2010-09-08
002470,金正大,2010-09-08
002471,中超控股,2010-09-10
002472,双环传动,2010-09-10
002473,*ST圣莱,2010-09-10
002474,榕基软件,2010-09-15
002475,立讯精密,2010-09-15
002476,宝莫股份,2010-09-15
002477,雏鹰农牧,2010-09-15
002478,常宝股份,2010-09-21
002479,富春环保,2010-09-21
002480,新筑股份,2010-09-21
002481,双塔食品,2010-09-21
002482,广田集团,2010-09-29
002483,润邦股份,2010-09-29
002484,江海股份,2010-09-29
002485,希努尔,2010-10-15
002486,嘉麟杰,2010-10-15
002487,大金重工,2010-10-15
002488,金固股份,2010-10-21
002489,浙江永强,2010-10-21
002490,*ST墨龙,2010-10-21
002491,通鼎互联,2010-10-21
002492,恒基达鑫,2010-11-02
002493,荣盛石化,2010-11-02
002494,华斯股份,2010-11-02
002495,佳隆股份,2010-11-02
002496,辉丰股份,2010-11-09
002497,雅化集团,2010-11-09
002498,汉缆股份,2010-11-09
002499,科林环保,2010-11-09
002500,山西证券,2010-11-15
002501,利源精制,2010-11-17
002502,骅威文化,2010-11-17
002503,搜于特,2010-11-17
002504,*ST弘高,2010-11-18
002505,大康农业,2010-11-18
002506,协鑫集成,2010-11-18
002507,涪陵榨菜,2010-11-23
002508,老板电器,2010-11-23
002509,天广中茂,2010-11-23
002510,天汽模,2010-11-25
002511,中顺洁柔,2010-11-25
002512,达华智能,2010-12-03
002513,蓝丰生化,2010-12-03
002514,宝馨科技,2010-12-03
002515,金字火腿,2010-12-03
002516,旷达科技,2010-12-07
002517,恺英网络,2010-12-07
002518,科士达,2010-12-07
002519,银河电子,2010-12-07
002520,日发精机,2010-12-10
002521,齐峰新材,2010-12-10
002522,浙江众成,2010-12-10
002523,天桥起重,2010-12-10
002524,光正集团,2010-12-17
002526,山东矿机,2010-12-17
002527,新时达,2010-12-24
002528,英飞拓,2010-12-24
002529,海源机械,2010-12-24
002530,金财互联,2010-12-31
002531,天顺风能,2010-12-31
002532,新界泵业,2010-12-31
002533,金杯电工,2010-12-31
002534,杭锅股份,2011-01-10
002535,林州重机,2011-01-11
002536,西泵股份,2011-01-11
002537,海联金汇,2011-01-10
002538,司尔特,2011-01-18
002539,云图控股,2011-01-18
002540,亚太科技,2011-01-18
002541,鸿路钢构,2011-01-18
002542,中化岩土,2011-01-28
002543,万和电气,2011-01-28
002544,杰赛科技,2011-01-28
002545,东方铁塔,2011-02-11
002546,新联电子,2011-02-11
002547,春兴精工,2011-02-18
002548,金新农,2011-02-18
002549,凯美特气,2011-02-18
002550,千红制药,2011-02-18
002551,尚荣医疗,2011-02-25
002552,宝鼎科技,2011-02-25
002553,南方轴承,2011-02-25
002554,惠博普,2011-02-25
002555,三七互娱,2011-03-02
002556,辉隆股份,2011-03-02
002557,洽洽食品,2011-03-02
002558,巨人网络,2011-03-02
002559,亚威股份,2011-03-03
002560,通达股份,2011-03-03
002561,徐家汇,2011-03-03
002562,兄弟科技,2011-03-10
002563,森马服饰,2011-03-11
002564,天沃科技,2011-03-10
002565,顺灏股份,2011-03-18
002566,益盛药业,2011-03-18
002567,唐人神,2011-03-25
002568,百润股份,2011-03-25
002569,步森股份,2011-04-12
002570,贝因美,2011-04-12
002571,*ST德力,2011-04-12
002572,索菲亚,2011-04-12
002573,清新环境,2011-04-22
002574,明牌珠宝,2011-04-22
002575,群兴玩具,2011-04-22
002576,通达动力,2011-04-28
002577,雷柏科技,2011-04-28
002578,闽发铝业,2011-04-28
002579,中京电子,2011-05-06
002580,圣阳股份,2011-05-06
002581,未名医药,2011-05-20
002582,好想你,2011-05-20
002583,海能达,2011-05-27
002584,西陇科学,2011-06-02
002585,双星新材,2011-06-02
002586,围海股份,2011-06-02
002587,奥拓电子,2011-06-10
002588,史丹利,2011-06-10
002589,瑞康医药,2011-06-10
002590,万安科技,2011-06-10
002591,恒大高新,2011-06-21
002592,八菱科技,2011-11-11
002593,日上集团,2011-06-28
002594,比亚迪,2011-06-30
002595,豪迈科技,2011-06-28
002596,海南瑞泽,2011-07-07
002597,金禾实业,2011-07-07
002598,山东章鼓,2011-07-07
002599,盛通股份,2011-07-15
002600,江粉磁材,2011-07-15
002601,龙蟒佰利,2011-07-15
002602,世纪华通,2011-07-28
002603,以岭药业,2011-07-28
002604,龙力生物,2011-07-28
002605,姚记扑克,2011-08-05
002606,大连电瓷,2011-08-05
002607,亚夏汽车,2011-08-10
002608,江苏国信,2011-08-10
002609,捷顺科技,2011-08-15
002610,爱康科技,2011-08-15
002611,东方精工,2011-08-30
002612,朗姿股份,2011-08-30
002613,北玻股份,2011-08-30
002614,奥佳华,2011-09-09
002615,哈尔斯,2011-09-09
002616,长青集团,2011-09-20
002617,露笑科技,2011-09-20
002618,丹邦科技,2011-09-20
002619,艾格拉斯,2011-09-29
002620,瑞和股份,2011-09-29
002621,三垒股份,2011-09-29
002622,融钰集团,2011-10-18
002623,亚玛顿,2011-10-13
002624,完美世界,2011-10-28
002625,光启技术,2011-11-03
002626,金达威,2011-10-28
002627,宜昌交运,2011-11-03
002628,成都路桥,2011-11-03
002629,仁智股份,2011-11-03
002630,华西能源,2011-11-11
002631,德尔未来,2011-11-11
002632,道明光学,2011-11-22
002633,申科股份,2011-11-22
002634,棒杰股份,2011-12-05
002635,安洁科技,2011-11-25
002636,金安国纪,2011-11-25
002637,赞宇科技,2011-11-25
002638,勤上股份,2011-11-25
002639,雪人股份,2011-12-05
002640,跨境通,2011-12-08
002641,永高股份,2011-12-08
002642,荣之联,2011-12-20
002643,万润股份,2011-12-20
002644,佛慈制药,2011-12-22
002645,华宏科技,2011-12-20
002646,青青稞酒,2011-12-22
002647,民盛金科,2011-12-28
002648,卫星石化,2011-12-28
002649,博彦科技,2012-01-06
002650,加加食品,2012-01-06
002651,利君股份,2012-01-06
002652,扬子新材,2012-01-19
002653,海思科,2012-01-17
002654,万润科技,2012-02-17
002655,共达电声,2012-02-17
002656,摩登大道,2012-02-28
002657,中科金财,2012-02-28
002658,雪迪龙,2012-03-09
002659,中泰桥梁,2012-03-09
002660,茂硕电源,2012-03-16
002661,克明面业,2012-03-16
002662,京威股份,2012-03-09
002663,普邦股份,2012-03-16
002664,信质电机,2012-03-16
002665,首航节能,2012-03-27
002666,德联集团,2012-03-27
002667,鞍重股份,2012-03-29
002668,奥马电器,2012-04-16
002669,康达新材,2012-04-16
002670,国盛金控,2012-04-16
002671,龙泉股份,2012-04-26
002672,东江环保,2012-04-26
002673,西部证券,2012-05-03
002674,兴业科技,2012-05-07
002675,东诚药业,2012-05-25
002676,顺威股份,2012-05-25
002677,浙江美大,2012-05-25
002678,珠江钢琴,2012-05-30
002679,福建金森,2012-06-05
002680,长生生物,2012-06-05
002681,奋达科技,2012-06-05
002682,龙洲股份,2012-06-12
002683,宏大爆破,2012-06-12
002684,猛狮科技,2012-06-12
002685,华东重机,2012-06-12
002686,亿利达,2012-07-03
002687,乔治白,2012-07-13
002688,金河生物,2012-07-13
002689,远大智能,2012-07-17
002690,美亚光电,2012-07-31
002691,冀凯股份,2012-07-31
002692,睿康股份,2012-08-08
002693,双成药业,2012-08-08
002694,顾地科技,2012-08-16
002695,煌上煌,2012-09-05
002696,百洋股份,2012-09-05
002697,红旗连锁,2012-09-05
002698,博实股份,2012-09-11
002699,美盛文化,2012-09-11
002700,新疆浩源,2012-09-21
002701,奥瑞金,2012-10-11
002702,海欣食品,2012-10-11
002703,浙江世宝,2012-11-02
002705,新宝股份,2014-01-21
002706,良信电器,2014-01-21
002707,众信旅游,2014-01-23
002708,光洋股份,2014-01-21
002709,天赐材料,2014-01-23
002711,欧浦智网,2014-01-27
002712,思美传媒,2014-01-23
002713,东易日盛,2014-02-19
002714,牧原股份,2014-01-28
002715,登云股份,2014-02-19
002716,金贵银业,2014-01-28
002717,岭南园林,2014-02-19
002718,友邦吊顶,2014-01-28
002719,麦趣尔,2014-01-28
002721,金一文化,2014-01-27
002722,金轮股份,2014-01-28
002723,金莱特,2014-01-29
002724,海洋王,2014-11-04
002725,跃岭股份,2014-01-29
002726,龙大肉食,2014-06-26
002727,一心堂,2014-07-02
002728,特一药业,2014-07-31
002729,好利来,2014-09-12
002730,电光科技,2014-10-09
002731,萃华珠宝,2014-11-04
002732,燕塘乳业,2014-12-05
002733,雄韬股份,2014-12-03
002734,利民股份,2015-01-27
002735,王子新材,2014-12-03
002736,国信证券,2014-12-29
002737,葵花药业,2014-12-30
002738,中矿资源,2014-12-30
002739,万达电影,2015-01-22
002740,爱迪尔,2015-01-22
002741,光华科技,2015-02-16
002742,三圣股份,2015-02-17
002743,富煌钢构,2015-02-17
002745,木林森,2015-02-17
002746,仙坛股份,2015-02-16
002747,埃斯顿,2015-03-20
002748,世龙实业,2015-03-19
002749,国光股份,2015-03-20
002750,龙津药业,2015-03-24
002751,易尚展示,2015-04-24
002752,昇兴股份,2015-04-22
002753,永东股份,2015-05-19
002755,东方新星,2015-05-15
002756,永兴特钢,2015-05-15
002757,南兴装备,2015-05-27
002758,华通医药,2015-05-27
002759,天际股份,2015-05-28
002760,凤形股份,2015-06-11
002761,多喜爱,2015-06-10
002762,金发拉比,2015-06-10
002763,汇洁股份,2015-06-10
002765,蓝黛传动,2015-06-12
002766,索菱股份,2015-06-11
002767,先锋电子,2015-06-12
002768,国恩股份,2015-06-30
002769,普路通,2015-06-29
002770,科迪乳业,2015-06-30
002771,真视通,2015-06-29
002772,众兴菌业,2015-06-26
002773,康弘药业,2015-06-26
002774,快意电梯,2017-03-24
002775,文科园林,2015-06-29
002776,柏堡龙,2015-06-26
002777,久远银海,2015-12-31
002778,高科石化,2016-01-06
002779,中坚科技,2015-12-09
002780,三夫户外,2015-12-09
002781,奇信股份,2015-12-22
002782,可立克,2015-12-22
002783,凯龙股份,2015-12-09
002785,万里石,2015-12-23
002786,银宝山新,2015-12-23
002787,华源控股,2015-12-31
002788,鹭燕医药,2016-02-18
002789,建艺集团,2016-03-11
002790,瑞尔特,2016-03-08
002791,坚朗五金,2016-03-29
002792,通宇通讯,2016-03-28
002793,东音股份,2016-04-15
002795,永和智控,2016-04-28
002796,世嘉科技,2016-05-10
002797,第一创业,2016-05-11
002798,帝王洁具,2016-05-25
002799,环球印务,2016-06-08
002800,天顺股份,2016-05-30
002801,微光股份,2016-06-22
002802,洪汇新材,2016-06-29
002803,吉宏股份,2016-07-12
002805,丰元股份,2016-07-07
002806,华锋股份,2016-07-26
002807,江阴银行,2016-09-02
002808,苏州恒久,2016-08-12
002809,红墙股份,2016-08-23
002810,山东赫达,2016-08-26
002811,亚泰国际,2016-09-08
002812,创新股份,2016-09-14
002813,路畅科技,2016-10-12
002815,崇达技术,2016-10-12
002816,和科达,2016-10-25
002817,黄山胶囊,2016-10-25
002818,富森美,2016-11-09
002819,东方中科,2016-11-11
002820,桂发祥,2016-11-18
002821,凯莱英,2016-11-18
002822,中装建设,2016-11-29
002823,凯中精密,2016-11-24
002824,和胜股份,2017-01-12
002825,纳尔股份,2016-11-29
002826,易明医药,2016-12-09
002827,高争民爆,2016-12-09
002828,贝肯能源,2016-12-08
002829,星网宇达,2016-12-13
002830,名雕股份,2016-12-13
002831,裕同科技,2016-12-16
002832,比音勒芬,2016-12-23
002833,弘亚数控,2016-12-28
002835,同为股份,2016-12-28
002836,新宏泽,2016-12-29
002837,英维克,2016-12-29
002838,道恩股份,2017-01-06
002839,张家港行,2017-01-24
002840,华统股份,2017-01-10
002841,视源股份,2017-01-19
002842,翔鹭钨业,2017-01-19
002843,泰嘉股份,2017-01-20
002845,同兴达,2017-01-25
002846,英联股份,2017-02-07
002847,盐津铺子,2017-02-08
002848,高斯贝尔,2017-02-13
002849,威星智能,2017-02-17
002850,科达利,2017-03-02
002851,麦格米特,2017-03-06
002852,道道全,2017-03-10
002853,皮阿诺,2017-03-10
002855,捷荣技术,2017-03-21
002856,美芝股份,2017-03-20
002857,三晖电气,2017-03-23
002858,力盛赛车,2017-03-24
002859,洁美科技,2017-04-07
002860,星帅尔,2017-04-12
002861,瀛通通讯,2017-04-13
002862,实丰文化,2017-04-11
002863,今飞凯达,2017-04-18
002865,钧达股份,2017-04-25
002866,传艺科技,2017-04-26
002867,周大生,2017-04-27
002868,绿康生化,2017-05-03
002869,金溢科技,2017-05-15
002870,香山股份,2017-05-15
002871,伟隆股份,2017-05-11
002872,天圣制药,2017-05-19
002873,新天药业,2017-05-19
002875,安奈儿,2017-06-01
002876,三利谱,2017-05-25
002877,智能自控,2017-06-05
002878,元隆雅图,2017-06-06
002879,长缆科技,2017-07-07
002880,卫光生物,2017-06-16
002881,美格智能,2017-06-22
002882,金龙羽,2017-07-17
002883,中设股份,2017-06-20
002884,凌霄泵业,2017-07-11
002885,京泉华,2017-06-27
002886,沃特股份,2017-06-27
002887,绿茵生态,2017-08-01
002888,惠威科技,2017-07-21
002889,东方嘉盛,2017-07-31
002890,弘宇股份,2017-08-02
002891,中宠股份,2017-08-21
002892,科力尔,2017-08-17
002895,川恒股份,2017-08-25
002896,N中大,2017-08-29
300001,特锐德,2009-10-30
300002,神州泰岳,2009-10-30
300003,乐普医疗,2009-10-30
300004,南风股份,2009-10-30
300005,探路者,2009-10-30
300006,莱美药业,2009-10-30
300007,汉威科技,2009-10-30
300008,天海防务,2009-10-30
300009,安科生物,2009-10-30
300010,立思辰,2009-10-30
300011,鼎汉技术,2009-10-30
300012,华测检测,2009-10-30
300013,新宁物流,2009-10-30
300014,亿纬锂能,2009-10-30
300015,爱尔眼科,2009-10-30
300016,北陆药业,2009-10-30
300017,网宿科技,2009-10-30
300018,中元股份,2009-10-30
300019,硅宝科技,2009-10-30
300020,银江股份,2009-10-30
300021,大禹节水,2009-10-30
300022,吉峰农机,2009-10-30
300023,宝德股份,2009-10-30
300024,机器人,2009-10-30
300025,华星创业,2009-10-30
300026,红日药业,2009-10-30
300027,华谊兄弟,2009-10-30
300028,金亚科技,2009-10-30
300029,天龙光电,2009-12-25
300030,阳普医疗,2009-12-25
300031,宝通科技,2009-12-25
300032,金龙机电,2009-12-25
300033,同花顺,2009-12-25
300034,钢研高纳,2009-12-25
300035,中科电气,2009-12-25
300036,超图软件,2009-12-25
300037,新宙邦,2010-01-08
300038,梅泰诺,2010-01-08
300039,上海凯宝,2010-01-08
300040,九洲电气,2010-01-08
300041,回天新材,2010-01-08
300042,朗科科技,2010-01-08
300043,星辉娱乐,2010-01-20
300044,赛为智能,2010-01-20
300045,华力创通,2010-01-20
300046,台基股份,2010-01-20
300047,天源迪科,2010-01-20
300048,合康新能,2010-01-20
300049,福瑞股份,2010-01-20
300050,世纪鼎利,2010-01-20
300051,三五互联,2010-02-11
300052,中青宝,2010-02-11
300053,欧比特,2010-02-11
300054,鼎龙股份,2010-02-11
300055,万邦达,2010-02-26
300056,三维丝,2010-02-26
300057,万顺股份,2010-02-26
300058,蓝色光标,2010-02-26
300059,东方财富,2010-03-19
300061,康旗股份,2010-03-19
300062,中能电气,2010-03-19
300063,天龙集团,2010-03-26
300064,豫金刚石,2010-03-26
300065,海兰信,2010-03-26
300066,三川智慧,2010-03-26
300067,安诺其,2010-04-21
300068,南都电源,2010-04-21
300069,金利华电,2010-04-21
300070,碧水源,2010-04-21
300071,华谊嘉信,2010-04-21
300072,三聚环保,2010-04-27
300073,当升科技,2010-04-27
300074,华平股份,2010-04-27
300075,数字政通,2010-04-27
300076,GQY视讯,2010-04-30
300077,国民技术,2010-04-30
300078,思创医惠,2010-04-30
300079,数码科技,2010-04-30
300080,易成新能,2010-06-25
300081,恒信东方,2010-05-20
300082,奥克股份,2010-05-20
300083,劲胜智能,2010-05-20
300084,海默科技,2010-05-20
300085,银之杰,2010-05-26
300086,康芝药业,2010-05-26
300087,荃银高科,2010-05-26
300088,长信科技,2010-05-26
300089,文化长城,2010-06-25
300090,盛运环保,2010-06-25
300091,金通灵,2010-06-25
300092,科新机电,2010-07-08
300093,金刚玻璃,2010-07-08
300094,国联水产,2010-07-08
300095,华伍股份,2010-07-28
300096,易联众,2010-07-28
300097,智云股份,2010-07-28
300098,高新兴,2010-07-28
300099,精准信息,2010-08-06
300100,双林股份,2010-08-06
300101,振芯科技,2010-08-06
300102,乾照光电,2010-08-12
300103,达刚路机,2010-08-12
300104,乐视网,2010-08-12
300105,龙源技术,2010-08-20
300106,西部牧业,2010-08-20
300107,建新股份,2010-08-20
300108,吉药控股,2010-08-25
300109,新开源,2010-08-25
300110,华仁药业,2010-08-25
300111,向日葵,2010-08-27
300112,万讯自控,2010-08-27
300113,顺网科技,2010-08-27
300114,中航电测,2010-08-27
300115,长盈精密,2010-09-02
300116,坚瑞沃能,2010-09-02
300117,嘉寓股份,2010-09-02
300118,东方日升,2010-09-02
300119,瑞普生物,2010-09-17
300120,经纬电材,2010-09-17
300121,阳谷华泰,2010-09-17
300122,智飞生物,2010-09-28
300123,太阳鸟,2010-09-28
300124,汇川技术,2010-09-28
300125,易世达,2010-10-13
300126,锐奇股份,2010-10-13
300127,银河磁体,2010-10-13
300128,锦富技术,2010-10-13
300129,泰胜风能,2010-10-19
300130,新国都,2010-10-19
300131,英唐智控,2010-10-19
300132,青松股份,2010-10-26
300133,华策影视,2010-10-26
300134,大富科技,2010-10-26
300135,宝利国际,2010-10-26
300136,信维通信,2010-11-05
300137,先河环保,2010-11-05
300138,晨光生物,2010-11-05
300139,晓程科技,2010-11-12
300140,中环装备,2010-11-12
300141,和顺电气,2010-11-12
300142,沃森生物,2010-11-12
300143,星普医科,2010-12-09
300144,宋城演艺,2010-12-09
300145,中金环境,2010-12-09
300146,汤臣倍健,2010-12-15
300147,香雪制药,2010-12-15
300148,天舟文化,2010-12-15
300149,量子高科,2010-12-22
300150,世纪瑞尔,2010-12-22
300151,昌红科技,2010-12-22
300152,科融环境,2010-12-29
300153,科泰电源,2010-12-29
300154,瑞凌股份,2010-12-29
300155,安居宝,2011-01-07
300156,神雾环保,2011-01-07
300157,恒泰艾普,2011-01-07
300158,振东制药,2011-01-07
300159,新研股份,2011-01-07
300160,秀强股份,2011-01-13
300161,华中数控,2011-01-13
300162,雷曼股份,2011-01-13
300163,先锋新材,2011-01-13
300164,通源石油,2011-01-13
300165,天瑞仪器,2011-01-25
300166,东方国信,2011-01-25
300167,迪威视讯,2011-01-25
300168,万达信息,2011-01-25
300169,天晟新材,2011-01-25
300170,汉得信息,2011-02-01
300171,东富龙,2011-02-01
300172,中电环保,2011-02-01
300173,智慧松德,2011-02-01
300174,元力股份,2011-02-01
300175,朗源股份,2011-02-15
300176,鸿特精密,2011-02-15
300177,中海达,2011-02-15
300178,腾邦国际,2011-02-15
300179,四方达,2011-02-15
300180,华峰超纤,2011-02-22
300181,佐力药业,2011-02-22
300182,捷成股份,2011-02-22
300183,东软载波,2011-02-22
300184,力源信息,2011-02-22
300185,通裕重工,2011-03-08
300187,永清环保,2011-03-08
300188,美亚柏科,2011-03-16
300189,神农基因,2011-03-16
300190,维尔利,2011-03-16
300191,潜能恒信,2011-03-16
300192,科斯伍德,2011-03-22
300193,佳士科技,2011-03-22
300194,福安药业,2011-03-22
300195,长荣股份,2011-03-29
300196,长海股份,2011-03-29
300197,铁汉生态,2011-03-29
300198,纳川股份,2011-04-07
300199,翰宇药业,2011-04-07
300200,高盟新材,2011-04-07
300201,海伦哲,2011-04-07
300202,聚龙股份,2011-04-15
300203,聚光科技,2011-04-15
300204,舒泰神,2011-04-15
300205,天喻信息,2011-04-21
300206,理邦仪器,2011-04-21
300207,欣旺达,2011-04-21
300208,恒顺众昇,2011-04-26
300209,天泽信息,2011-04-26
300210,森远股份,2011-04-26
300211,亿通科技,2011-05-05
300212,易华录,2011-05-05
300213,佳讯飞鸿,2011-05-05
300214,日科化学,2011-05-11
300215,电科院,2011-05-11
300216,千山药机,2011-05-11
300217,东方电热,2011-05-18
300218,安利股份,2011-05-18
300219,鸿利智汇,2011-05-18
300220,金运激光,2011-05-25
300221,银禧科技,2011-05-25
300222,科大智能,2011-05-25
300223,北京君正,2011-05-31
300224,正海磁材,2011-05-31
300225,金力泰,2011-05-31
300226,上海钢联,2011-06-08
300227,光韵达,2011-06-08
300228,富瑞特装,2011-06-08
300229,拓尔思,2011-06-15
300230,永利股份,2011-06-15
300231,银信科技,2011-06-15
300232,洲明科技,2011-06-22
300233,金城医药,2011-06-22
300234,开尔新材,2011-06-22
300235,方直科技,2011-06-29
300236,上海新阳,2011-06-29
300237,美晨科技,2011-06-29
300238,冠昊生物,2011-07-06
300239,东宝生物,2011-07-06
300240,飞力达,2011-07-06
300241,瑞丰光电,2011-07-12
300242,明家联合,2011-07-12
300243,瑞丰高材,2011-07-12
300244,迪安诊断,2011-07-19
300245,天玑科技,2011-07-19
300246,宝莱特,2011-07-19
300247,乐金健康,2011-07-29
300248,新开普,2011-07-29
300249,依米康,2011-08-03
300250,初灵信息,2011-08-03
300251,光线传媒,2011-08-03
300252,金信诺,2011-08-18
300253,卫宁健康,2011-08-18
300254,仟源医药,2011-08-19
300255,常山药业,2011-08-19
300256,星星科技,2011-08-19
300257,开山股份,2011-08-19
300258,精锻科技,2011-08-26
300259,新天科技,2011-08-31
300260,新莱应材,2011-09-06
300261,雅本化学,2011-09-06
300262,巴安水务,2011-09-16
300263,隆华节能,2011-09-16
300264,佳创视讯,2011-09-16
300265,通光线缆,2011-09-16
300266,兴源环境,2011-09-27
300267,尔康制药,2011-09-27
300268,佳沃股份,2011-09-27
300269,联建光电,2011-10-12
300270,中威电子,2011-10-12
300271,华宇软件,2011-10-26
300272,开能环保,2011-11-02
300273,和佳股份,2011-10-26
300274,阳光电源,2011-11-02
300275,梅安森,2011-11-02
300276,三丰智能,2011-11-15
300277,海联讯,2011-11-23
300278,华昌达,2011-12-16
300279,和晶科技,2011-12-29
300280,南通锻压,2011-12-29
300281,金明精机,2011-12-29
300282,汇冠股份,2011-12-29
300283,温州宏丰,2012-01-10
300284,苏交科,2012-01-10
300285,国瓷材料,2012-01-13
300286,安科瑞,2012-01-13
300287,飞利信,2012-02-01
300288,朗玛信息,2012-02-16
300289,利德曼,2012-02-16
300290,荣科科技,2012-02-16
300291,华录百纳,2012-02-09
300292,吴通控股,2012-02-29
300293,蓝英装备,2012-03-08
300294,博雅生物,2012-03-08
300295,三六五网,2012-03-15
300296,利亚德,2012-03-15
300297,蓝盾股份,2012-03-15
300298,三诺生物,2012-03-19
300299,富春股份,2012-03-19
300300,汉鼎宇佑,2012-03-19
300301,长方集团,2012-03-21
300302,同有科技,2012-03-21
300303,聚飞光电,2012-03-19
300304,云意电气,2012-03-21
300305,裕兴股份,2012-03-29
300306,远方光电,2012-03-29
300307,慈星股份,2012-03-29
300308,中际装备,2012-04-10
300309,吉艾科技,2012-04-10
300310,宜通世纪,2012-04-25
300311,任子行,2012-04-25
300312,邦讯技术,2012-05-08
300313,天山生物,2012-04-25
300314,戴维医疗,2012-05-08
300315,掌趣科技,2012-05-11
300316,晶盛机电,2012-05-11
300317,珈伟股份,2012-05-11
300318,博晖创新,2012-05-23
300319,麦捷科技,2012-05-23
300320,海达股份,2012-06-01
300321,同大股份,2012-05-23
300322,硕贝德,2012-06-08
300323,华灿光电,2012-06-01
300324,旋极信息,2012-06-08
300325,德威新材,2012-06-01
300326,凯利泰,2012-06-13
300327,中颖电子,2012-06-13
300328,宜安科技,2012-06-19
300329,海伦钢琴,2012-06-19
300330,华虹计通,2012-06-19
300331,苏大维格,2012-06-28
300332,天壕环境,2012-06-28
300333,兆日科技,2012-06-28
300334,津膜科技,2012-07-05
300335,迪森股份,2012-07-10
300336,新文化,2012-07-10
300337,银邦股份,2012-07-18
300338,开元股份,2012-07-26
300339,润和软件,2012-07-18
300340,科恒股份,2012-07-26
300341,麦迪电气,2012-07-26
300342,天银机电,2012-07-26
300343,联创互联,2012-08-01
300344,太空板业,2012-08-01
300345,红宇新材,2012-08-01
300346,南大光电,2012-08-07
300347,泰格医药,2012-08-17
300348,长亮科技,2012-08-17
300349,金卡智能,2012-08-17
300350,华鹏飞,2012-08-21
300351,永贵电器,2012-09-20
300352,北信源,2012-09-12
300353,东土科技,2012-09-27
300354,东华测试,2012-09-20
300355,蒙草生态,2012-09-27
300356,光一科技,2012-10-09
300357,我武生物,2014-01-21
300358,楚天科技,2014-01-21
300359,全通教育,2014-01-21
300360,炬华科技,2014-01-21
300362,天翔环境,2014-01-21
300363,博腾股份,2014-01-29
300364,中文在线,2015-01-21
300365,恒华科技,2014-01-23
300366,创意信息,2014-01-27
300367,东方网力,2014-01-29
300368,汇金股份,2014-01-23
300369,绿盟科技,2014-01-29
300370,安控科技,2014-01-23
300371,汇中股份,2014-01-23
300373,扬杰科技,2014-01-23
300374,恒通科技,2015-03-19
300375,鹏翎股份,2014-01-27
300376,易事特,2014-01-27
300377,赢时胜,2014-01-27
300378,鼎捷软件,2014-01-27
300379,东方通,2014-01-28
300380,安硕信息,2014-01-28
300381,溢多利,2014-01-28
300382,斯莱克,2014-01-29
300383,光环新网,2014-01-29
300384,三联虹普,2014-08-01
300385,雪浪环境,2014-06-26
300386,飞天诚信,2014-06-26
300387,富邦股份,2014-07-02
300388,国祯环保,2014-08-01
300389,艾比森,2014-08-01
300390,天华超净,2014-07-31
300391,康跃科技,2014-08-01
300392,腾信股份,2014-09-10
300393,中来股份,2014-09-12
300394,天孚通信,2015-02-17
300395,菲利华,2014-09-10
300396,迪瑞医疗,2014-09-10
300397,天和防务,2014-09-10
300398,飞凯材料,2014-10-09
300399,京天利,2014-10-09
300400,劲拓股份,2014-10-10
300401,花园生物,2014-10-09
300402,宝色股份,2014-10-10
